Id,Re,Im,Norm,Agr,Prime,Assoc,Primes,Distinct,Factor,TextIndex,Text
39.0,19.0,2604,0.701,0,0,0,4,(2 + ω) (2) (3 + ω) (5 - ω),0,58 + 38ω,20 + 58ω,-38 + 20ω,-58 - 38ω,-20 - 58ω,38 - 20ω
40.5,18.5,2667,0.669,0,1,0,3,(2 + ω) (2 - ω) (6 - 7ω),0,59 + 37ω,22 + 59ω,-37 + 22ω,-59 - 37ω,-22 - 59ω,37 - 22ω
41.0,18.0,2653,0.65,0,0,0,2,(3 + ω) (22 + 7ω),0,59 + 36ω,23 + 59ω,-36 + 23ω,-59 - 36ω,-23 - 59ω,36 - 23ω
41.5,17.5,2641,0.631,0,0,0,2,(5 + 2ω) (13 + 3ω),0,59 + 35ω,24 + 59ω,-35 + 24ω,-59 - 35ω,-24 - 59ω,35 - 24ω
42.0,17.0,2631,0.611,0,0,0,2,(2 + ω) (31 + 3ω),0,59 + 34ω,25 + 59ω,-34 + 25ω,-59 - 34ω,-25 - 59ω,34 - 25ω
42.5,16.5,2623,0.592,0,0,0,2,(7 + ω) (9 + 4ω),0,59 + 33ω,26 + 59ω,-33 + 26ω,-59 - 33ω,-26 - 59ω,33 - 26ω
43.0,16.0,2617,0.572,1,0,0,1,'(59 + 32ω),0,59 + 32ω,27 + 59ω,-32 + 27ω,-59 - 32ω,-27 - 59ω,32 - 27ω
44.5,15.5,2701,0.543,0,0,0,2,(7 + 3ω) (9 + ω),0,60 + 31ω,29 + 60ω,-31 + 29ω,-60 - 31ω,-29 - 60ω,31 - 29ω
43.5,15.5,2613,0.553,0,0,0,3,(2 + ω) (4 + ω) (9 + 7ω),0,59 + 31ω,28 + 59ω,-31 + 28ω,-59 - 31ω,-28 - 59ω,31 - 28ω
45.0,15.0,2700,0.524,0,0,2,3,(2 + ω)³ (2) (5),0,60 + 30ω,30 + 60ω,-30 + 30ω,-60 - 30ω,-30 - 60ω,30 - 30ω
44.0,15.0,2611,0.533,0,0,0,2,(2 - ω) (4 + 21ω),0,59 + 30ω,29 + 59ω,-30 + 29ω,-59 - 30ω,-29 - 59ω,30 - 29ω
45.5,14.5,2701,0.504,0,0,0,2,(7 + 4ω) (8 - ω),0,60 + 29ω,31 + 60ω,-29 + 31ω,-60 - 29ω,-31 - 60ω,29 - 31ω
44.5,14.5,2611,0.514,0,0,0,2,(3 + ω) (21 + 4ω),0,59 + 29ω,30 + 59ω,-29 + 30ω,-59 - 29ω,-30 - 59ω,29 - 30ω
45.0,14.0,2613,0.494,0,0,0,3,(2 + ω) (3 - ω) (9 + 2ω),0,59 + 28ω,31 + 59ω,-28 + 31ω,-59 - 28ω,-31 - 59ω,28 - 31ω
45.5,13.5,2617,0.475,1,0,0,1,'(59 + 27ω),0,59 + 27ω,32 + 59ω,-27 + 32ω,-59 - 27ω,-32 - 59ω,27 - 32ω
46.0,13.0,2623,0.455,0,0,0,2,(6 - ω) (9 + 5ω),0,59 + 26ω,33 + 59ω,-26 + 33ω,-59 - 26ω,-33 - 59ω,26 - 33ω
46.5,12.5,2631,0.436,0,0,0,2,(2 + ω) (3 + 31ω),0,59 + 25ω,34 + 59ω,-25 + 34ω,-59 - 25ω,-34 - 59ω,25 - 34ω
