Re,Im,Norm,Agr,Prime,Assoc,Primes,Distinct,Factor,TextIndex,Text
24.0,1.0,571,0.072,1,0,0,1,(9.5 - 11.5√5),2,24 + √5,-24 - √5,9.5 - 11.5√5
-24.0,1.0,571,3.07,1,3,0,1,(9.5 + 11.5√5),2,-24 + √5,24 - √5,9.5 + 11.5√5
33.5,10.5,571,0.497,1,0,0,1,(9.5 + 11.5√5),2,33.5 + 10.5√5,-33.5 - 10.5√5,9.5 + 11.5√5
-33.5,10.5,571,2.644,1,3,0,1,(9.5 - 11.5√5),2,-33.5 + 10.5√5,33.5 - 10.5√5,9.5 - 11.5√5
38.5,13.5,571,0.546,1,10,0,1,(9.5 - 11.5√5),2,38.5 + 13.5√5,-38.5 - 13.5√5,9.5 - 11.5√5
-38.5,13.5,571,2.596,1,13,0,1,(9.5 + 11.5√5),2,-38.5 + 13.5√5,38.5 - 13.5√5,9.5 + 11.5√5
12.0,12.0,-576,1.047,0,12,2,2,(1 + √5)³ (1.5 + 1.5√5),0,12 + 12√5,-12 - 12√5
-12.0,12.0,-576,2.094,0,20,2,2,(1 + √5)³ (1.5 + 1.5√5),1,-12 + 12√5,12 - 12√5
24,0,576,0.0,0,17,2,2,(1 + √5)³ (1.5 + 1.5√5),0,24,-24
36.0,12.0,576,0.524,0,9,2,2,(1 + √5)³ (1.5 + 1.5√5),0,36 + 12√5,-36 - 12√5
-36.0,12.0,576,2.618,0,24,2,2,(1 + √5)³ (1.5 + 1.5√5),1,-36 + 12√5,36 - 12√5
5.0,11.0,-580,1.314,0,4,0,3,(1 + √5) (√5) (1.5 - 2.5√5),0,5 + 11√5,-5 - 11√5
-5.0,11.0,-580,1.827,0,9,0,3,(1 + √5) (√5) (1.5 + 2.5√5),1,-5 + 11√5,5 - 11√5
20.0,14.0,-580,0.881,0,4,0,3,(1 + √5) (√5) (1.5 + 2.5√5),0,20 + 14√5,-20 - 14√5
-20.0,14.0,-580,2.26,0,9,0,3,(1 + √5) (√5) (1.5 - 2.5√5),1,-20 + 14√5,20 - 14√5
25.0,3.0,580,0.205,0,2,0,3,(1 + √5) (√5) (1.5 + 2.5√5),0,25 + 3√5,-25 - 3√5
-25.0,3.0,580,2.937,0,3,0,3,(1 + √5) (√5) (1.5 - 2.5√5),1,-25 + 3√5,25 - 3√5
30.0,8.0,580,0.433,0,0,0,3,(1 + √5) (√5) (1.5 - 2.5√5),0,30 + 8√5,-30 - 8√5
-30.0,8.0,580,2.709,0,13,0,3,(1 + √5) (√5) (1.5 + 2.5√5),1,-30 + 8√5,30 - 8√5
4.0,11.0,-589,1.364,0,0,0,2,(1 - 2√5) (0.5 - 2.5√5),0,4 + 11√5,-4 - 11√5
-4.0,11.0,-589,1.778,0,2,0,2,(1 + 2√5) (0.5 + 2.5√5),1,-4 + 11√5,4 - 11√5
8.5,11.5,-589,1.167,0,0,0,2,(1 - 2√5) (0.5 + 2.5√5),0,8.5 + 11.5√5,-8.5 - 11.5√5
-8.5,11.5,-589,1.974,0,2,0,2,(1 + 2√5) (0.5 - 2.5√5),1,-8.5 + 11.5√5,8.5 - 11.5√5
16.0,13.0,-589,0.953,0,0,0,2,(1 + 2√5) (0.5 - 2.5√5),0,16 + 13√5,-16 - 13√5
-16.0,13.0,-589,2.189,0,2,0,2,(1 - 2√5) (0.5 + 2.5√5),1,-16 + 13√5,16 - 13√5
24.5,1.5,589,0.106,0,4,0,2,(1 + 2√5) (0.5 - 2.5√5),0,24.5 + 1.5√5,-24.5 - 1.5√5
-24.5,1.5,589,3.036,0,5,0,2,(1 - 2√5) (0.5 + 2.5√5),1,-24.5 + 1.5√5,24.5 - 1.5√5
25.5,3.5,589,0.233,0,4,0,2,(1 + 2√5) (0.5 + 2.5√5),0,25.5 + 3.5√5,-25.5 - 3.5√5
-25.5,3.5,589,2.908,0,5,0,2,(1 - 2√5) (0.5 - 2.5√5),1,-25.5 + 3.5√5,25.5 - 3.5√5
21.5,14.5,-589,0.863,0,0,0,2,(1 + 2√5) (0.5 + 2.5√5),0,21.5 + 14.5√5,-21.5 - 14.5√5
-21.5,14.5,-589,2.279,0,2,0,2,(1 - 2√5) (0.5 - 2.5√5),1,-21.5 + 14.5√5,21.5 - 14.5√5
29.5,7.5,589,0.415,0,6,0,2,(1 - 2√5) (0.5 - 2.5√5),0,29.5 + 7.5√5,-29.5 - 7.5√5
-29.5,7.5,589,2.727,0,8,0,2,(1 + 2√5) (0.5 + 2.5√5),1,-29.5 + 7.5√5,29.5 - 7.5√5
33.0,10.0,589,0.483,0,6,0,2,(1 - 2√5) (0.5 + 2.5√5),0,33 + 10√5,-33 - 10√5
-33.0,10.0,589,2.658,0,8,0,2,(1 + 2√5) (0.5 - 2.5√5),1,-33 + 10√5,33 - 10√5
40.5,14.5,589,0.555,0,6,0,2,(1 + 2√5) (0.5 - 2.5√5),0,40.5 + 14.5√5,-40.5 - 14.5√5
-40.5,14.5,589,2.587,0,8,0,2,(1 - 2√5) (0.5 + 2.5√5),1,-40.5 + 14.5√5,40.5 - 14.5√5
3.0,11.0,-596,1.415,0,2,0,2,(1 + √5) (1.5 + 5.5√5),0,3 + 11√5,-3 - 11√5
-3.0,11.0,-596,1.727,0,2,0,2,(1 + √5) (1.5 - 5.5√5),1,-3 + 11√5,3 - 11√5
26.0,4.0,596,0.26,0,4,0,2,(1 + √5) (1.5 - 5.5√5),0,26 + 4√5,-26 - 4√5
-26.0,4.0,596,2.881,0,8,0,2,(1 + √5) (1.5 + 5.5√5),1,-26 + 4√5,26 - 4√5
23.0,15.0,-596,0.846,0,0,0,2,(1 + √5) (1.5 - 5.5√5),0,23 + 15√5,-23 - 15√5
-23.0,15.0,-596,2.295,0,12,0,2,(1 + √5) (1.5 + 5.5√5),1,-23 + 15√5,23 - 15√5
29.0,7.0,596,0.396,0,4,0,2,(1 + √5) (1.5 + 5.5√5),0,29 + 7√5,-29 - 7√5
-29.0,7.0,596,2.746,0,8,0,2,(1 + √5) (1.5 - 5.5√5),1,-29 + 7√5,29 - 7√5
11.0,12.0,-599,1.084,1,0,0,0,'(11 + 12√5),2,11 + 12√5,-11 - 12√5,11 + 12√5
-11.0,12.0,-599,2.058,1,1,0,0,'(11 - 12√5),2,-11 + 12√5,11 - 12√5,11 - 12√5
13.5,12.5,-599,1.013,1,6,0,1,(11 - 12√5),2,13.5 + 12.5√5,-13.5 - 12.5√5,11 - 12√5
-13.5,12.5,-599,2.128,1,9,0,1,(11 + 12√5),2,-13.5 + 12.5√5,13.5 - 12.5√5,11 + 12√5
24.5,0.5,599,0.035,1,0,0,1,(11 - 12√5),2,24.5 + 0.5√5,-24.5 - 0.5√5,11 - 12√5
-24.5,0.5,599,3.106,1,3,0,1,(11 + 12√5),2,-24.5 + 0.5√5,24.5 - 0.5√5,11 + 12√5
35.5,11.5,599,0.511,1,0,0,1,(11 + 12√5),2,35.5 + 11.5√5,-35.5 - 11.5√5,11 + 12√5
-35.5,11.5,599,2.63,1,3,0,1,(11 - 12√5),2,-35.5 + 11.5√5,35.5 - 11.5√5,11 - 12√5
38.0,13.0,599,0.535,1,10,0,1,(11 - 12√5),2,38 + 13√5,-38 - 13√5,11 - 12√5
-38.0,13.0,599,2.607,1,13,0,1,(11 + 12√5),2,-38 + 13√5,38 - 13√5,11 + 12√5
2.0,11.0,-601,1.466,1,0,0,0,'(2 + 11√5),2,2 + 11√5,-2 - 11√5,2 + 11√5
-2.0,11.0,-601,1.675,1,1,0,0,'(2 - 11√5),2,-2 + 11√5,2 - 11√5,2 - 11√5
26.5,4.5,601,0.286,1,0,0,1,(2 - 11√5),2,26.5 + 4.5√5,-26.5 - 4.5√5,2 - 11√5
-26.5,4.5,601,2.856,1,3,0,1,(2 + 11√5),2,-26.5 + 4.5√5,26.5 - 4.5√5,2 + 11√5
24.5,15.5,-601,0.831,1,6,0,1,(2 - 11√5),2,24.5 + 15.5√5,-24.5 - 15.5√5,2 - 11√5
-24.5,15.5,-601,2.311,1,9,0,1,(2 + 11√5),2,-24.5 + 15.5√5,24.5 - 15.5√5,2 + 11√5
28.5,6.5,601,0.376,1,0,0,1,(2 + 11√5),2,28.5 + 6.5√5,-28.5 - 6.5√5,2 + 11√5
-28.5,6.5,601,2.765,1,3,0,1,(2 - 11√5),2,-28.5 + 6.5√5,28.5 - 6.5√5,2 - 11√5
1.0,11.0,-604,1.518,0,2,0,2,(1 + √5) (0.5 + 5.5√5),0,1 + 11√5,-1 - 11√5
-1.0,11.0,-604,1.623,0,2,0,2,(1 + √5) (0.5 - 5.5√5),1,-1 + 11√5,1 - 11√5
27.0,5.0,604,0.31,0,4,0,2,(1 + √5) (0.5 - 5.5√5),0,27 + 5√5,-27 - 5√5
-27.0,5.0,604,2.831,0,8,0,2,(1 + √5) (0.5 + 5.5√5),1,-27 + 5√5,27 - 5√5
28.0,6.0,604,0.355,0,4,0,2,(1 + √5) (0.5 + 5.5√5),0,28 + 6√5,-28 - 6√5
-28.0,6.0,604,2.786,0,8,0,2,(1 + √5) (0.5 - 5.5√5),1,-28 + 6√5,28 - 6√5
26.0,16.0,-604,0.817,0,0,0,2,(1 + √5) (0.5 - 5.5√5),0,26 + 16√5,-26 - 16√5
-26.0,16.0,-604,2.324,0,12,0,2,(1 + √5) (0.5 + 5.5√5),1,-26 + 16√5,26 - 16√5
0.0,11.0,-605,1.571,0,4,1,3,(√5) (0.5 + 1.5√5) (0.5 - 1.5√5),0,11√5,-11√5
7.5,11.5,-605,1.211,0,4,1,2,(√5) (0.5 + 1.5√5)²,0,7.5 + 11.5√5,-7.5 - 11.5√5
-7.5,11.5,-605,1.931,0,4,1,2,(√5) (0.5 - 1.5√5)²,1,-7.5 + 11.5√5,7.5 - 11.5√5
17.5,13.5,-605,0.928,0,6,1,2,(√5) (0.5 - 1.5√5)²,0,17.5 + 13.5√5,-17.5 - 13.5√5
-17.5,13.5,-605,2.213,0,9,1,2,(√5) (0.5 + 1.5√5)²,1,-17.5 + 13.5√5,17.5 - 13.5√5
25.0,2.0,605,0.138,0,0,1,2,(√5) (0.5 - 1.5√5)²,0,25 + 2√5,-25 - 2√5
-25.0,2.0,605,3.004,0,3,1,2,(√5) (0.5 + 1.5√5)²,1,-25 + 2√5,25 - 2√5
27.5,5.5,605,0.333,0,0,1,3,(√5) (0.5 + 1.5√5) (0.5 - 1.5√5),0,27.5 + 5.5√5,-27.5 - 5.5√5
-27.5,5.5,605,2.808,0,3,1,3,(√5) (0.5 + 1.5√5) (0.5 - 1.5√5),1,-27.5 + 5.5√5,27.5 - 5.5√5
32.5,9.5,605,0.469,0,0,1,2,(√5) (0.5 + 1.5√5)²,0,32.5 + 9.5√5,-32.5 - 9.5√5
-32.5,9.5,605,2.673,0,3,1,2,(√5) (0.5 - 1.5√5)²,1,-32.5 + 9.5√5,32.5 - 9.5√5
42.5,15.5,605,0.563,0,10,1,2,(√5) (0.5 - 1.5√5)²,0,42.5 + 15.5√5,-42.5 - 15.5√5
-42.5,15.5,605,2.578,0,13,1,2,(√5) (0.5 + 1.5√5)²,1,-42.5 + 15.5√5,42.5 - 15.5√5
6.5,11.5,-619,1.255,1,0,0,0,'(6.5 + 11.5√5),2,6.5 + 11.5√5,-6.5 - 11.5√5,6.5 + 11.5√5
-6.5,11.5,-619,1.886,1,1,0,0,'(6.5 - 11.5√5),2,-6.5 + 11.5√5,6.5 - 11.5√5,6.5 - 11.5√5
19.0,14.0,-619,0.906,1,6,0,1,(6.5 - 11.5√5),2,19 + 14√5,-19 - 14√5,6.5 - 11.5√5
-19.0,14.0,-619,2.235,1,9,0,1,(6.5 + 11.5√5),2,-19 + 14√5,19 - 14√5,6.5 + 11.5√5
25.5,2.5,619,0.168,1,0,0,1,(6.5 - 11.5√5),2,25.5 + 2.5√5,-25.5 - 2.5√5,6.5 - 11.5√5
-25.5,2.5,619,2.973,1,3,0,1,(6.5 + 11.5√5),2,-25.5 + 2.5√5,25.5 - 2.5√5,6.5 + 11.5√5
32.0,9.0,619,0.453,1,0,0,1,(6.5 + 11.5√5),2,32 + 9√5,-32 - 9√5,6.5 + 11.5√5
-32.0,9.0,619,2.688,1,3,0,1,(6.5 - 11.5√5),2,-32 + 9√5,32 - 9√5,6.5 - 11.5√5
10.0,12.0,-620,1.122,0,4,0,3,(1 + √5) (√5) (0.5 - 2.5√5),0,10 + 12√5,-10 - 12√5
-10.0,12.0,-620,2.019,0,9,0,3,(1 + √5) (√5) (0.5 + 2.5√5),1,-10 + 12√5,10 - 12√5
15.0,13.0,-620,0.983,0,4,0,3,(1 + √5) (√5) (0.5 + 2.5√5),0,15 + 13√5,-15 - 13√5
-15.0,13.0,-620,2.158,0,9,0,3,(1 + √5) (√5) (0.5 - 2.5√5),1,-15 + 13√5,15 - 13√5
25.0,1.0,620,0.069,0,2,0,3,(1 + √5) (√5) (0.5 + 2.5√5),0,25 + √5,-25 - √5
-25.0,1.0,620,3.072,0,3,0,3,(1 + √5) (√5) (0.5 - 2.5√5),1,-25 + √5,25 - √5
35.0,11.0,620,0.498,0,0,0,3,(1 + √5) (√5) (0.5 - 2.5√5),0,35 + 11√5,-35 - 11√5
-35.0,11.0,620,2.643,0,13,0,3,(1 + √5) (√5) (0.5 + 2.5√5),1,-35 + 11√5,35 - 11√5
40.0,14.0,620,0.545,0,0,0,3,(1 + √5) (√5) (0.5 + 2.5√5),0,40 + 14√5,-40 - 14√5
-40.0,14.0,620,2.597,0,13,0,3,(1 + √5) (√5) (0.5 - 2.5√5),1,-40 + 14√5,40 - 14√5
12.5,12.5,-625,1.047,0,0,3,1,(√5)⁴,0,12.5 + 12.5√5,-12.5 - 12.5√5
-12.5,12.5,-625,2.094,0,2,3,1,(√5)⁴,1,-12.5 + 12.5√5,12.5 - 12.5√5
25,0,625,0.0,0,4,3,1,(√5)⁴,0,25,-25
37.5,12.5,625,0.524,0,6,3,1,(√5)⁴,0,37.5 + 12.5√5,-37.5 - 12.5√5
-37.5,12.5,625,2.618,0,8,3,1,(√5)⁴,1,-37.5 + 12.5√5,37.5 - 12.5√5
5.5,11.5,-631,1.301,1,0,0,0,'(5.5 + 11.5√5),2,5.5 + 11.5√5,-5.5 - 11.5√5,5.5 + 11.5√5
-5.5,11.5,-631,1.84,1,1,0,0,'(5.5 - 11.5√5),2,-5.5 + 11.5√5,5.5 - 11.5√5,5.5 - 11.5√5
20.5,14.5,-631,0.886,1,6,0,1,(5.5 - 11.5√5),2,20.5 + 14.5√5,-20.5 - 14.5√5,5.5 - 11.5√5
-20.5,14.5,-631,2.255,1,9,0,1,(5.5 + 11.5√5),2,-20.5 + 14.5√5,20.5 - 14.5√5,5.5 + 11.5√5
26.0,3.0,631,0.197,1,0,0,1,(5.5 - 11.5√5),2,26 + 3√5,-26 - 3√5,5.5 - 11.5√5
-26.0,3.0,631,2.944,1,3,0,1,(5.5 + 11.5√5),2,-26 + 3√5,26 - 3√5,5.5 + 11.5√5
31.5,8.5,631,0.437,1,0,0,1,(5.5 + 11.5√5),2,31.5 + 8.5√5,-31.5 - 8.5√5,5.5 + 11.5√5
-31.5,8.5,631,2.704,1,3,0,1,(5.5 - 11.5√5),2,-31.5 + 8.5√5,31.5 - 8.5√5,5.5 - 11.5√5
9.0,12.0,-639,1.162,0,2,0,2,(1.5 + 1.5√5) (3 + 4√5),0,9 + 12√5,-9 - 12√5
-9.0,12.0,-639,1.979,0,2,0,2,(1.5 + 1.5√5) (3 - 4√5),1,-9 + 12√5,9 - 12√5
16.5,13.5,-639,0.956,0,0,0,2,(1.5 + 1.5√5) (3 - 4√5),0,16.5 + 13.5√5,-16.5 - 13.5√5
-16.5,13.5,-639,2.185,0,12,0,2,(1.5 + 1.5√5) (3 + 4√5),1,-16.5 + 13.5√5,16.5 - 13.5√5
25.5,1.5,639,0.102,0,4,0,2,(1.5 + 1.5√5) (3 - 4√5),0,25.5 + 1.5√5,-25.5 - 1.5√5
-25.5,1.5,639,3.04,0,8,0,2,(1.5 + 1.5√5) (3 + 4√5),1,-25.5 + 1.5√5,25.5 - 1.5√5
34.5,10.5,639,0.485,0,4,0,2,(1.5 + 1.5√5) (3 + 4√5),0,34.5 + 10.5√5,-34.5 - 10.5√5
-34.5,10.5,639,2.656,0,8,0,2,(1.5 + 1.5√5) (3 - 4√5),1,-34.5 + 10.5√5,34.5 - 10.5√5
42.0,15.0,639,0.554,0,6,0,2,(1.5 + 1.5√5) (3 - 4√5),0,42 + 15√5,-42 - 15√5
-42.0,15.0,639,2.588,0,16,0,2,(1.5 + 1.5√5) (3 + 4√5),1,-42 + 15√5,42 - 15√5
4.5,11.5,-641,1.349,1,0,0,0,'(4.5 + 11.5√5),2,4.5 + 11.5√5,-4.5 - 11.5√5,4.5 + 11.5√5
-4.5,11.5,-641,1.793,1,1,0,0,'(4.5 - 11.5√5),2,-4.5 + 11.5√5,4.5 - 11.5√5,4.5 - 11.5√5
22.0,15.0,-641,0.868,1,6,0,1,(4.5 - 11.5√5),2,22 + 15√5,-22 - 15√5,4.5 - 11.5√5
-22.0,15.0,-641,2.273,1,9,0,1,(4.5 + 11.5√5),2,-22 + 15√5,22 - 15√5,4.5 + 11.5√5
26.5,3.5,641,0.225,1,0,0,1,(4.5 - 11.5√5),2,26.5 + 3.5√5,-26.5 - 3.5√5,4.5 - 11.5√5
-26.5,3.5,641,2.917,1,3,0,1,(4.5 + 11.5√5),2,-26.5 + 3.5√5,26.5 - 3.5√5,4.5 + 11.5√5
31.0,8.0,641,0.42,1,0,0,1,(4.5 + 11.5√5),2,31 + 8√5,-31 - 8√5,4.5 + 11.5√5
-31.0,8.0,641,2.721,1,3,0,1,(4.5 - 11.5√5),2,-31 + 8√5,31 - 8√5,4.5 - 11.5√5
3.5,11.5,-649,1.397,0,0,0,2,(0.5 - 1.5√5) (1.5 - 3.5√5),0,3.5 + 11.5√5,-3.5 - 11.5√5
-3.5,11.5,-649,1.745,0,2,0,2,(0.5 + 1.5√5) (1.5 + 3.5√5),1,-3.5 + 11.5√5,3.5 - 11.5√5
11.5,12.5,-649,1.083,0,0,0,2,(0.5 + 1.5√5) (1.5 - 3.5√5),0,11.5 + 12.5√5,-11.5 - 12.5√5
-11.5,12.5,-649,2.059,0,2,0,2,(0.5 - 1.5√5) (1.5 + 3.5√5),1,-11.5 + 12.5√5,11.5 - 12.5√5
14.0,13.0,-649,1.015,0,0,0,2,(0.5 - 1.5√5) (1.5 + 3.5√5),0,14 + 13√5,-14 - 13√5
-14.0,13.0,-649,2.127,0,2,0,2,(0.5 + 1.5√5) (1.5 - 3.5√5),1,-14 + 13√5,14 - 13√5
25.5,0.5,649,0.034,0,4,0,2,(0.5 - 1.5√5) (1.5 + 3.5√5),0,25.5 + 0.5√5,-25.5 - 0.5√5
-25.5,0.5,649,3.108,0,5,0,2,(0.5 + 1.5√5) (1.5 - 3.5√5),1,-25.5 + 0.5√5,25.5 - 0.5√5
27.0,4.0,649,0.251,0,4,0,2,(0.5 + 1.5√5) (1.5 + 3.5√5),0,27 + 4√5,-27 - 4√5
-27.0,4.0,649,2.89,0,5,0,2,(0.5 - 1.5√5) (1.5 - 3.5√5),1,-27 + 4√5,27 - 4√5
23.5,15.5,-649,0.852,0,0,0,2,(0.5 + 1.5√5) (1.5 + 3.5√5),0,23.5 + 15.5√5,-23.5 - 15.5√5
-23.5,15.5,-649,2.29,0,2,0,2,(0.5 - 1.5√5) (1.5 - 3.5√5),1,-23.5 + 15.5√5,23.5 - 15.5√5
30.5,7.5,649,0.403,0,6,0,2,(0.5 - 1.5√5) (1.5 - 3.5√5),0,30.5 + 7.5√5,-30.5 - 7.5√5
-30.5,7.5,649,2.739,0,8,0,2,(0.5 + 1.5√5) (1.5 + 3.5√5),1,-30.5 + 7.5√5,30.5 - 7.5√5
37.0,12.0,649,0.512,0,6,0,2,(0.5 + 1.5√5) (1.5 - 3.5√5),0,37 + 12√5,-37 - 12√5
-37.0,12.0,649,2.63,0,8,0,2,(0.5 - 1.5√5) (1.5 + 3.5√5),1,-37 + 12√5,37 - 12√5
39.5,13.5,649,0.534,0,6,0,2,(0.5 - 1.5√5) (1.5 + 3.5√5),0,39.5 + 13.5√5,-39.5 - 13.5√5
-39.5,13.5,649,2.607,0,8,0,2,(0.5 + 1.5√5) (1.5 - 3.5√5),1,-39.5 + 13.5√5,39.5 - 13.5√5
2.5,11.5,-655,1.446,0,0,0,2,(√5) (4.5 - 5.5√5),0,2.5 + 11.5√5,-2.5 - 11.5√5
-2.5,11.5,-655,1.696,0,2,0,2,(√5) (4.5 + 5.5√5),1,-2.5 + 11.5√5,2.5 - 11.5√5
27.5,4.5,655,0.276,0,4,0,2,(√5) (4.5 + 5.5√5),0,27.5 + 4.5√5,-27.5 - 4.5√5
-27.5,4.5,655,2.865,0,5,0,2,(√5) (4.5 - 5.5√5),1,-27.5 + 4.5√5,27.5 - 4.5√5
25.0,16.0,-655,0.837,0,0,0,2,(√5) (4.5 + 5.5√5),0,25 + 16√5,-25 - 16√5
-25.0,16.0,-655,2.305,0,2,0,2,(√5) (4.5 - 5.5√5),1,-25 + 16√5,25 - 16√5
30.0,7.0,655,0.384,0,6,0,2,(√5) (4.5 - 5.5√5),0,30 + 7√5,-30 - 7√5
-30.0,7.0,655,2.758,0,8,0,2,(√5) (4.5 + 5.5√5),1,-30 + 7√5,30 - 7√5
8.0,12.0,-656,1.203,0,9,1,2,(1 + √5)² (2 + 3√5),0,8 + 12√5,-8 - 12√5
-8.0,12.0,-656,1.938,0,9,1,2,(1 + √5)² (2 - 3√5),1,-8 + 12√5,8 - 12√5
18.0,14.0,-656,0.932,0,4,1,2,(1 + √5)² (2 - 3√5),0,18 + 14√5,-18 - 14√5
-18.0,14.0,-656,2.209,0,17,1,2,(1 + √5)² (2 + 3√5),1,-18 + 14√5,18 - 14√5
26.0,2.0,656,0.132,0,2,1,2,(1 + √5)² (2 - 3√5),0,26 + 2√5,-26 - 2√5
-26.0,2.0,656,3.009,0,13,1,2,(1 + √5)² (2 + 3√5),1,-26 + 2√5,26 - 2√5
34.0,10.0,656,0.471,0,2,1,2,(1 + √5)² (2 + 3√5),0,34 + 10√5,-34 - 10√5
-34.0,10.0,656,2.67,0,13,1,2,(1 + √5)² (2 - 3√5),1,-34 + 10√5,34 - 10√5
44.0,16.0,656,0.562,0,0,1,2,(1 + √5)² (2 - 3√5),0,44 + 16√5,-44 - 16√5
-44.0,16.0,656,2.58,0,21,1,2,(1 + √5)² (2 + 3√5),1,-44 + 16√5,44 - 16√5
1.5,11.5,-659,1.496,1,0,0,0,'(1.5 + 11.5√5),2,1.5 + 11.5√5,-1.5 - 11.5√5,1.5 + 11.5√5
-1.5,11.5,-659,1.646,1,1,0,0,'(1.5 - 11.5√5),2,-1.5 + 11.5√5,1.5 - 11.5√5,1.5 - 11.5√5
28.0,5.0,659,0.3,1,0,0,1,(1.5 - 11.5√5),2,28 + 5√5,-28 - 5√5,1.5 - 11.5√5
-28.0,5.0,659,2.842,1,3,0,1,(1.5 + 11.5√5),2,-28 + 5√5,28 - 5√5,1.5 + 11.5√5
29.5,6.5,659,0.365,1,0,0,1,(1.5 + 11.5√5),2,29.5 + 6.5√5,-29.5 - 6.5√5,1.5 + 11.5√5
-29.5,6.5,659,2.777,1,3,0,1,(1.5 - 11.5√5),2,-29.5 + 6.5√5,29.5 - 6.5√5,1.5 - 11.5√5
0.5,11.5,-661,1.546,1,0,0,0,'(0.5 + 11.5√5),2,0.5 + 11.5√5,-0.5 - 11.5√5,0.5 + 11.5√5
-0.5,11.5,-661,1.596,1,1,0,0,'(0.5 - 11.5√5),2,-0.5 + 11.5√5,0.5 - 11.5√5,0.5 - 11.5√5
28.5,5.5,661,0.323,1,0,0,1,(0.5 - 11.5√5),2,28.5 + 5.5√5,-28.5 - 5.5√5,0.5 - 11.5√5
-28.5,5.5,661,2.819,1,3,0,1,(0.5 + 11.5√5),2,-28.5 + 5.5√5,28.5 - 5.5√5,0.5 + 11.5√5
29.0,6.0,661,0.344,1,0,0,1,(0.5 + 11.5√5),2,29 + 6√5,-29 - 6√5,0.5 + 11.5√5
-29.0,6.0,661,2.798,1,3,0,1,(0.5 - 11.5√5),2,-29 + 6√5,29 - 6√5,0.5 - 11.5√5
7.0,12.0,-671,1.246,0,0,0,2,(0.5 - 1.5√5) (0.5 - 3.5√5),0,7 + 12√5,-7 - 12√5
-7.0,12.0,-671,1.896,0,2,0,2,(0.5 + 1.5√5) (0.5 + 3.5√5),1,-7 + 12√5,7 - 12√5
10.5,12.5,-671,1.119,0,0,0,2,(0.5 - 1.5√5) (0.5 + 3.5√5),0,10.5 + 12.5√5,-10.5 - 12.5√5
-10.5,12.5,-671,2.022,0,2,0,2,(0.5 + 1.5√5) (0.5 - 3.5√5),1,-10.5 + 12.5√5,10.5 - 12.5√5
15.5,13.5,-671,0.985,0,0,0,2,(0.5 + 1.5√5) (0.5 - 3.5√5),0,15.5 + 13.5√5,-15.5 - 13.5√5
-15.5,13.5,-671,2.156,0,2,0,2,(0.5 - 1.5√5) (0.5 + 3.5√5),1,-15.5 + 13.5√5,15.5 - 13.5√5
19.5,14.5,-671,0.911,0,0,0,2,(0.5 + 1.5√5) (0.5 + 3.5√5),0,19.5 + 14.5√5,-19.5 - 14.5√5
-19.5,14.5,-671,2.231,0,2,0,2,(0.5 - 1.5√5) (0.5 - 3.5√5),1,-19.5 + 14.5√5,19.5 - 14.5√5
26.0,1.0,671,0.067,0,4,0,2,(0.5 + 1.5√5) (0.5 - 3.5√5),0,26 + √5,-26 - √5
-26.0,1.0,671,3.075,0,5,0,2,(0.5 - 1.5√5) (0.5 + 3.5√5),1,-26 + √5,26 - √5
26.5,2.5,671,0.162,0,4,0,2,(0.5 + 1.5√5) (0.5 + 3.5√5),0,26.5 + 2.5√5,-26.5 - 2.5√5
-26.5,2.5,671,2.98,0,5,0,2,(0.5 - 1.5√5) (0.5 - 3.5√5),1,-26.5 + 2.5√5,26.5 - 2.5√5
33.5,9.5,671,0.457,0,6,0,2,(0.5 - 1.5√5) (0.5 - 3.5√5),0,33.5 + 9.5√5,-33.5 - 9.5√5
-33.5,9.5,671,2.685,0,8,0,2,(0.5 + 1.5√5) (0.5 + 3.5√5),1,-33.5 + 9.5√5,33.5 - 9.5√5
36.5,11.5,671,0.5,0,6,0,2,(0.5 - 1.5√5) (0.5 + 3.5√5),0,36.5 + 11.5√5,-36.5 - 11.5√5
-36.5,11.5,671,2.642,0,8,0,2,(0.5 + 1.5√5) (0.5 - 3.5√5),1,-36.5 + 11.5√5,36.5 - 11.5√5
41.5,14.5,671,0.544,0,6,0,2,(0.5 + 1.5√5) (0.5 - 3.5√5),0,41.5 + 14.5√5,-41.5 - 14.5√5
-41.5,14.5,671,2.597,0,8,0,2,(0.5 - 1.5√5) (0.5 + 3.5√5),1,-41.5 + 14.5√5,41.5 - 14.5√5
13.0,13.0,-676,1.047,0,2,0,2,(1 + √5) (6.5 + 6.5√5),0,13 + 13√5,-13 - 13√5
-13.0,13.0,-676,2.094,0,12,0,2,(1 + √5) (6.5 + 6.5√5),1,-13 + 13√5,13 - 13√5
26,0,676,0.0,0,9,0,2,(1 + √5) (6.5 + 6.5√5),0,26,-26
39.0,13.0,676,0.524,0,4,0,2,(1 + √5) (6.5 + 6.5√5),0,39 + 13√5,-39 - 13√5
-39.0,13.0,676,2.618,0,16,0,2,(1 + √5) (6.5 + 6.5√5),1,-39 + 13√5,39 - 13√5
6.0,12.0,-684,1.29,0,9,0,3,(1 + √5) (1.5 + 1.5√5) (1 + 2√5),0,6 + 12√5,-6 - 12√5
-6.0,12.0,-684,1.852,0,9,0,3,(1 + √5) (1.5 + 1.5√5) (1 - 2√5),1,-6 + 12√5,6 - 12√5
