Re,Im,Norm,Agr,Prime,Assoc,Primes,Distinct,Factor,TextIndex,Text
-10.0,9.0,-305,2.141,0,2,0,2,(√5) (0.5 - 3.5√5),1,-10 + 9√5,10 - 9√5
17.5,0.5,305,0.049,0,4,0,2,(√5) (0.5 + 3.5√5),0,17.5 + 0.5√5,-17.5 - 0.5√5
-17.5,0.5,305,3.092,0,5,0,2,(√5) (0.5 - 3.5√5),1,-17.5 + 0.5√5,17.5 - 0.5√5
25.0,8.0,305,0.506,0,6,0,2,(√5) (0.5 - 3.5√5),0,25 + 8√5,-25 - 8√5
-25.0,8.0,305,2.635,0,8,0,2,(√5) (0.5 + 3.5√5),1,-25 + 8√5,25 - 8√5
27.5,9.5,305,0.539,0,6,0,2,(√5) (0.5 + 3.5√5),0,27.5 + 9.5√5,-27.5 - 9.5√5
-27.5,9.5,305,2.602,0,8,0,2,(√5) (0.5 - 3.5√5),1,-27.5 + 9.5√5,27.5 - 9.5√5
3.0,8.0,-311,1.358,1,0,0,0,'(3 + 8√5),2,3 + 8√5,-3 - 8√5,3 + 8√5
-3.0,8.0,-311,1.784,1,1,0,0,'(3 - 8√5),2,-3 + 8√5,3 - 8√5,3 - 8√5
18.5,2.5,311,0.23,1,0,0,1,(3 - 8√5),2,18.5 + 2.5√5,-18.5 - 2.5√5,3 - 8√5
-18.5,2.5,311,2.912,1,3,0,1,(3 + 8√5),2,-18.5 + 2.5√5,18.5 - 2.5√5,3 + 8√5
15.5,10.5,-311,0.865,1,6,0,1,(3 - 8√5),2,15.5 + 10.5√5,-15.5 - 10.5√5,3 - 8√5
-15.5,10.5,-311,2.277,1,9,0,1,(3 + 8√5),2,-15.5 + 10.5√5,15.5 - 10.5√5,3 + 8√5
21.5,5.5,311,0.417,1,0,0,1,(3 + 8√5),2,21.5 + 5.5√5,-21.5 - 5.5√5,3 + 8√5
-21.5,5.5,311,2.725,1,3,0,1,(3 - 8√5),2,-21.5 + 5.5√5,21.5 - 5.5√5,3 - 8√5
24.5,13.5,-311,0.762,1,6,0,1,(3 + 8√5),2,24.5 + 13.5√5,-24.5 - 13.5√5,3 + 8√5
-24.5,13.5,-311,2.38,1,9,0,1,(3 - 8√5),2,-24.5 + 13.5√5,24.5 - 13.5√5,3 - 8√5
34.0,13.0,311,0.585,1,10,0,1,(3 - 8√5),2,34 + 13√5,-34 - 13√5,3 - 8√5
-34.0,13.0,311,2.557,1,13,0,1,(3 + 8√5),2,-34 + 13√5,34 - 13√5,3 + 8√5
2.0,8.0,-316,1.427,0,2,0,2,(1 + √5) (1 + 4√5),0,2 + 8√5,-2 - 8√5
-2.0,8.0,-316,1.714,0,2,0,2,(1 + √5) (1 - 4√5),1,-2 + 8√5,2 - 8√5
19.0,3.0,316,0.267,0,4,0,2,(1 + √5) (1 - 4√5),0,19 + 3√5,-19 - 3√5
-19.0,3.0,316,2.875,0,8,0,2,(1 + √5) (1 + 4√5),1,-19 + 3√5,19 - 3√5
17.0,11.0,-316,0.842,0,0,0,2,(1 + √5) (1 - 4√5),0,17 + 11√5,-17 - 11√5
-17.0,11.0,-316,2.299,0,12,0,2,(1 + √5) (1 + 4√5),1,-17 + 11√5,17 - 11√5
21.0,5.0,316,0.391,0,4,0,2,(1 + √5) (1 + 4√5),0,21 + 5√5,-21 - 5√5
-21.0,5.0,316,2.75,0,8,0,2,(1 + √5) (1 - 4√5),1,-21 + 5√5,21 - 5√5
23.0,13.0,-316,0.775,0,0,0,2,(1 + √5) (1 + 4√5),0,23 + 13√5,-23 - 13√5
-23.0,13.0,-316,2.367,0,12,0,2,(1 + √5) (1 - 4√5),1,-23 + 13√5,23 - 13√5
36.0,14.0,316,0.593,0,6,0,2,(1 + √5) (1 - 4√5),0,36 + 14√5,-36 - 14√5
-36.0,14.0,316,2.549,0,16,0,2,(1 + √5) (1 + 4√5),1,-36 + 14√5,36 - 14√5
1.0,8.0,-319,1.499,0,0,0,2,(0.5 - 1.5√5) (1.5 - 2.5√5),0,1 + 8√5,-1 - 8√5
-1.0,8.0,-319,1.643,0,2,0,2,(0.5 + 1.5√5) (1.5 + 2.5√5),1,-1 + 8√5,1 - 8√5
6.5,8.5,-319,1.155,0,0,0,2,(0.5 + 1.5√5) (1.5 - 2.5√5),0,6.5 + 8.5√5,-6.5 - 8.5√5
-6.5,8.5,-319,1.987,0,2,0,2,(0.5 - 1.5√5) (1.5 + 2.5√5),1,-6.5 + 8.5√5,6.5 - 8.5√5
11.5,9.5,-319,0.961,0,0,0,2,(0.5 - 1.5√5) (1.5 + 2.5√5),0,11.5 + 9.5√5,-11.5 - 9.5√5
-11.5,9.5,-319,2.181,0,2,0,2,(0.5 + 1.5√5) (1.5 - 2.5√5),1,-11.5 + 9.5√5,11.5 - 9.5√5
18.0,1.0,319,0.096,0,4,0,2,(0.5 - 1.5√5) (1.5 + 2.5√5),0,18 + √5,-18 - √5
-18.0,1.0,319,3.046,0,5,0,2,(0.5 + 1.5√5) (1.5 - 2.5√5),1,-18 + √5,18 - √5
19.5,3.5,319,0.301,0,4,0,2,(0.5 + 1.5√5) (1.5 + 2.5√5),0,19.5 + 3.5√5,-19.5 - 3.5√5
-19.5,3.5,319,2.84,0,5,0,2,(0.5 - 1.5√5) (1.5 - 2.5√5),1,-19.5 + 3.5√5,19.5 - 3.5√5
20.5,4.5,319,0.363,0,6,0,2,(0.5 - 1.5√5) (1.5 - 2.5√5),0,20.5 + 4.5√5,-20.5 - 4.5√5
-20.5,4.5,319,2.778,0,8,0,2,(0.5 + 1.5√5) (1.5 + 2.5√5),1,-20.5 + 4.5√5,20.5 - 4.5√5
18.5,11.5,-319,0.822,0,0,0,2,(0.5 + 1.5√5) (1.5 + 2.5√5),0,18.5 + 11.5√5,-18.5 - 11.5√5
-18.5,11.5,-319,2.319,0,2,0,2,(0.5 - 1.5√5) (1.5 - 2.5√5),1,-18.5 + 11.5√5,18.5 - 11.5√5
21.5,12.5,-319,0.789,0,10,0,2,(0.5 - 1.5√5) (1.5 - 2.5√5),0,21.5 + 12.5√5,-21.5 - 12.5√5
-21.5,12.5,-319,2.353,0,12,0,2,(0.5 + 1.5√5) (1.5 + 2.5√5),1,-21.5 + 12.5√5,21.5 - 12.5√5
24.5,7.5,319,0.488,0,6,0,2,(0.5 + 1.5√5) (1.5 - 2.5√5),0,24.5 + 7.5√5,-24.5 - 7.5√5
-24.5,7.5,319,2.654,0,8,0,2,(0.5 - 1.5√5) (1.5 + 2.5√5),1,-24.5 + 7.5√5,24.5 - 7.5√5
29.5,10.5,319,0.552,0,6,0,2,(0.5 - 1.5√5) (1.5 + 2.5√5),0,29.5 + 10.5√5,-29.5 - 10.5√5
-29.5,10.5,319,2.589,0,8,0,2,(0.5 + 1.5√5) (1.5 - 2.5√5),1,-29.5 + 10.5√5,29.5 - 10.5√5
31.0,16.0,-319,0.729,0,10,0,2,(0.5 + 1.5√5) (1.5 - 2.5√5),0,31 + 16√5,-31 - 16√5
-31.0,16.0,-319,2.412,0,12,0,2,(0.5 - 1.5√5) (1.5 + 2.5√5),1,-31 + 16√5,31 - 16√5
38.0,15.0,319,0.6,0,6,0,2,(0.5 + 1.5√5) (1.5 + 2.5√5),0,38 + 15√5,-38 - 15√5
-38.0,15.0,319,2.542,0,8,0,2,(0.5 - 1.5√5) (1.5 - 2.5√5),1,-38 + 15√5,38 - 15√5
0.0,8.0,-320,1.571,0,12,2,2,(1 + √5)³ (√5),0,8√5,-8√5
20.0,4.0,320,0.333,0,9,2,2,(1 + √5)³ (√5),0,20 + 4√5,-20 - 4√5
-20.0,4.0,320,2.808,0,16,2,2,(1 + √5)³ (√5),1,-20 + 4√5,20 - 4√5
20.0,12.0,-320,0.805,0,2,2,2,(1 + √5)³ (√5),0,20 + 12√5,-20 - 12√5
-20.0,12.0,-320,2.337,0,20,2,2,(1 + √5)³ (√5),1,-20 + 12√5,20 - 12√5
40.0,16.0,320,0.606,0,4,2,2,(1 + √5)³ (√5),0,40 + 16√5,-40 - 16√5
-40.0,16.0,320,2.536,0,24,2,2,(1 + √5)³ (√5),1,-40 + 16√5,40 - 16√5
9.0,9.0,-324,1.047,0,9,1,2,(1 + √5) (1.5 + 1.5√5)²,0,9 + 9√5,-9 - 9√5
-9.0,9.0,-324,2.094,0,17,1,2,(1 + √5) (1.5 + 1.5√5)²,1,-9 + 9√5,9 - 9√5
18,0,324,0.0,0,12,1,2,(1 + √5) (1.5 + 1.5√5)²,0,18,-18
27.0,9.0,324,0.524,0,2,1,2,(1 + √5) (1.5 + 1.5√5)²,0,27 + 9√5,-27 - 9√5
-27.0,9.0,324,2.618,0,21,1,2,(1 + √5) (1.5 + 1.5√5)²,1,-27 + 9√5,27 - 9√5
5.5,8.5,-331,1.213,1,0,0,0,'(5.5 + 8.5√5),2,5.5 + 8.5√5,-5.5 - 8.5√5,5.5 + 8.5√5
-5.5,8.5,-331,1.928,1,1,0,0,'(5.5 - 8.5√5),2,-5.5 + 8.5√5,5.5 - 8.5√5,5.5 - 8.5√5
13.0,10.0,-331,0.927,1,6,0,1,(5.5 - 8.5√5),2,13 + 10√5,-13 - 10√5,5.5 - 8.5√5
-13.0,10.0,-331,2.215,1,9,0,1,(5.5 + 8.5√5),2,-13 + 10√5,13 - 10√5,5.5 + 8.5√5
18.5,1.5,331,0.14,1,0,0,1,(5.5 - 8.5√5),2,18.5 + 1.5√5,-18.5 - 1.5√5,5.5 - 8.5√5
-18.5,1.5,331,3.002,1,3,0,1,(5.5 + 8.5√5),2,-18.5 + 1.5√5,18.5 - 1.5√5,5.5 + 8.5√5
24.0,7.0,331,0.468,1,0,0,1,(5.5 + 8.5√5),2,24 + 7√5,-24 - 7√5,5.5 + 8.5√5
-24.0,7.0,331,2.674,1,3,0,1,(5.5 - 8.5√5),2,-24 + 7√5,24 - 7√5,5.5 - 8.5√5
29.5,15.5,-331,0.738,1,6,0,1,(5.5 + 8.5√5),2,29.5 + 15.5√5,-29.5 - 15.5√5,5.5 + 8.5√5
-29.5,15.5,-331,2.403,1,9,0,1,(5.5 - 8.5√5),2,-29.5 + 15.5√5,29.5 - 15.5√5,5.5 - 8.5√5
31.5,11.5,331,0.564,1,10,0,1,(5.5 - 8.5√5),2,31.5 + 11.5√5,-31.5 - 11.5√5,5.5 - 8.5√5
-31.5,11.5,331,2.578,1,13,0,1,(5.5 + 8.5√5),2,-31.5 + 11.5√5,31.5 - 11.5√5,5.5 + 8.5√5
4.5,8.5,-341,1.274,0,0,0,2,(0.5 - 1.5√5) (0.5 - 2.5√5),0,4.5 + 8.5√5,-4.5 - 8.5√5
-4.5,8.5,-341,1.867,0,2,0,2,(0.5 + 1.5√5) (0.5 + 2.5√5),1,-4.5 + 8.5√5,4.5 - 8.5√5
8.0,9.0,-341,1.097,0,0,0,2,(0.5 - 1.5√5) (0.5 + 2.5√5),0,8 + 9√5,-8 - 9√5
-8.0,9.0,-341,2.045,0,2,0,2,(0.5 + 1.5√5) (0.5 - 2.5√5),1,-8 + 9√5,8 - 9√5
10.5,9.5,-341,1.003,0,0,0,2,(0.5 + 1.5√5) (0.5 - 2.5√5),0,10.5 + 9.5√5,-10.5 - 9.5√5
-10.5,9.5,-341,2.139,0,2,0,2,(0.5 - 1.5√5) (0.5 + 2.5√5),1,-10.5 + 9.5√5,10.5 - 9.5√5
14.5,10.5,-341,0.898,0,0,0,2,(0.5 + 1.5√5) (0.5 + 2.5√5),0,14.5 + 10.5√5,-14.5 - 10.5√5
-14.5,10.5,-341,2.244,0,2,0,2,(0.5 - 1.5√5) (0.5 - 2.5√5),1,-14.5 + 10.5√5,14.5 - 10.5√5
18.5,0.5,341,0.047,0,4,0,2,(0.5 + 1.5√5) (0.5 - 2.5√5),0,18.5 + 0.5√5,-18.5 - 0.5√5
-18.5,0.5,341,3.095,0,5,0,2,(0.5 - 1.5√5) (0.5 + 2.5√5),1,-18.5 + 0.5√5,18.5 - 0.5√5
19.0,2.0,341,0.18,0,4,0,2,(0.5 + 1.5√5) (0.5 + 2.5√5),0,19 + 2√5,-19 - 2√5
-19.0,2.0,341,2.961,0,5,0,2,(0.5 - 1.5√5) (0.5 - 2.5√5),1,-19 + 2√5,19 - 2√5
23.5,6.5,341,0.447,0,6,0,2,(0.5 - 1.5√5) (0.5 - 2.5√5),0,23.5 + 6.5√5,-23.5 - 6.5√5
-23.5,6.5,341,2.695,0,8,0,2,(0.5 + 1.5√5) (0.5 + 2.5√5),1,-23.5 + 6.5√5,23.5 - 6.5√5
26.5,8.5,341,0.507,0,6,0,2,(0.5 - 1.5√5) (0.5 + 2.5√5),0,26.5 + 8.5√5,-26.5 - 8.5√5
-26.5,8.5,341,2.635,0,8,0,2,(0.5 + 1.5√5) (0.5 - 2.5√5),1,-26.5 + 8.5√5,26.5 - 8.5√5
29.0,10.0,341,0.538,0,6,0,2,(0.5 + 1.5√5) (0.5 - 2.5√5),0,29 + 10√5,-29 - 10√5
-29.0,10.0,341,2.603,0,8,0,2,(0.5 - 1.5√5) (0.5 + 2.5√5),1,-29 + 10√5,29 - 10√5
28.0,15.0,-341,0.748,0,10,0,2,(0.5 - 1.5√5) (0.5 - 2.5√5),0,28 + 15√5,-28 - 15√5
-28.0,15.0,-341,2.394,0,12,0,2,(0.5 + 1.5√5) (0.5 + 2.5√5),1,-28 + 15√5,28 - 15√5
33.5,12.5,341,0.574,0,6,0,2,(0.5 + 1.5√5) (0.5 + 2.5√5),0,33.5 + 12.5√5,-33.5 - 12.5√5
-33.5,12.5,341,2.568,0,8,0,2,(0.5 - 1.5√5) (0.5 - 2.5√5),1,-33.5 + 12.5√5,33.5 - 12.5√5
3.5,8.5,-349,1.337,1,0,0,0,'(3.5 + 8.5√5),2,3.5 + 8.5√5,-3.5 - 8.5√5,3.5 + 8.5√5
-3.5,8.5,-349,1.804,1,1,0,0,'(3.5 - 8.5√5),2,-3.5 + 8.5√5,3.5 - 8.5√5,3.5 - 8.5√5
16.0,11.0,-349,0.872,1,6,0,1,(3.5 - 8.5√5),2,16 + 11√5,-16 - 11√5,3.5 - 8.5√5
-16.0,11.0,-349,2.269,1,9,0,1,(3.5 + 8.5√5),2,-16 + 11√5,16 - 11√5,3.5 + 8.5√5
19.5,2.5,349,0.219,1,0,0,1,(3.5 - 8.5√5),2,19.5 + 2.5√5,-19.5 - 2.5√5,3.5 - 8.5√5
-19.5,2.5,349,2.923,1,3,0,1,(3.5 + 8.5√5),2,-19.5 + 2.5√5,19.5 - 2.5√5,3.5 + 8.5√5
23.0,6.0,349,0.424,1,0,0,1,(3.5 + 8.5√5),2,23 + 6√5,-23 - 6√5,3.5 + 8.5√5
-23.0,6.0,349,2.717,1,3,0,1,(3.5 - 8.5√5),2,-23 + 6√5,23 - 6√5,3.5 - 8.5√5
26.5,14.5,-349,0.759,1,6,0,1,(3.5 + 8.5√5),2,26.5 + 14.5√5,-26.5 - 14.5√5,3.5 + 8.5√5
-26.5,14.5,-349,2.383,1,9,0,1,(3.5 - 8.5√5),2,-26.5 + 14.5√5,26.5 - 14.5√5,3.5 - 8.5√5
35.5,13.5,349,0.582,1,10,0,1,(3.5 - 8.5√5),2,35.5 + 13.5√5,-35.5 - 13.5√5,3.5 - 8.5√5
-35.5,13.5,349,2.559,1,13,0,1,(3.5 + 8.5√5),2,-35.5 + 13.5√5,35.5 - 13.5√5,3.5 + 8.5√5
2.5,8.5,-355,1.403,0,0,0,2,(√5) (3 - 4√5),0,2.5 + 8.5√5,-2.5 - 8.5√5
-2.5,8.5,-355,1.739,0,2,0,2,(√5) (3 + 4√5),1,-2.5 + 8.5√5,2.5 - 8.5√5
20.0,3.0,355,0.254,0,4,0,2,(√5) (3 + 4√5),0,20 + 3√5,-20 - 3√5
-20.0,3.0,355,2.887,0,5,0,2,(√5) (3 - 4√5),1,-20 + 3√5,20 - 3√5
17.5,11.5,-355,0.85,0,0,0,2,(√5) (3 + 4√5),0,17.5 + 11.5√5,-17.5 - 11.5√5
-17.5,11.5,-355,2.292,0,2,0,2,(√5) (3 - 4√5),1,-17.5 + 11.5√5,17.5 - 11.5√5
22.5,5.5,355,0.4,0,6,0,2,(√5) (3 - 4√5),0,22.5 + 5.5√5,-22.5 - 5.5√5
-22.5,5.5,355,2.741,0,8,0,2,(√5) (3 + 4√5),1,-22.5 + 5.5√5,22.5 - 5.5√5
25.0,14.0,-355,0.77,0,10,0,2,(√5) (3 - 4√5),0,25 + 14√5,-25 - 14√5
-25.0,14.0,-355,2.371,0,12,0,2,(√5) (3 + 4√5),1,-25 + 14√5,25 - 14√5
37.5,14.5,355,0.59,0,6,0,2,(√5) (3 + 4√5),0,37.5 + 14.5√5,-37.5 - 14.5√5
-37.5,14.5,355,2.551,0,8,0,2,(√5) (3 - 4√5),1,-37.5 + 14.5√5,37.5 - 14.5√5
7.0,9.0,-356,1.149,0,2,0,2,(1 + √5) (3.5 + 4.5√5),0,7 + 9√5,-7 - 9√5
-7.0,9.0,-356,1.993,0,2,0,2,(1 + √5) (3.5 - 4.5√5),1,-7 + 9√5,7 - 9√5
12.0,10.0,-356,0.965,0,0,0,2,(1 + √5) (3.5 - 4.5√5),0,12 + 10√5,-12 - 10√5
-12.0,10.0,-356,2.177,0,12,0,2,(1 + √5) (3.5 + 4.5√5),1,-12 + 10√5,12 - 10√5
19.0,1.0,356,0.091,0,4,0,2,(1 + √5) (3.5 - 4.5√5),0,19 + √5,-19 - √5
-19.0,1.0,356,3.051,0,8,0,2,(1 + √5) (3.5 + 4.5√5),1,-19 + √5,19 - √5
26.0,8.0,356,0.49,0,4,0,2,(1 + √5) (3.5 + 4.5√5),0,26 + 8√5,-26 - 8√5
-26.0,8.0,356,2.652,0,8,0,2,(1 + √5) (3.5 - 4.5√5),1,-26 + 8√5,26 - 8√5
31.0,11.0,356,0.551,0,6,0,2,(1 + √5) (3.5 - 4.5√5),0,31 + 11√5,-31 - 11√5
-31.0,11.0,356,2.591,0,16,0,2,(1 + √5) (3.5 + 4.5√5),1,-31 + 11√5,31 - 11√5
1.5,8.5,-359,1.469,1,0,0,0,'(1.5 + 8.5√5),2,1.5 + 8.5√5,-1.5 - 8.5√5,1.5 + 8.5√5
-1.5,8.5,-359,1.672,1,1,0,0,'(1.5 - 8.5√5),2,-1.5 + 8.5√5,1.5 - 8.5√5,1.5 - 8.5√5
20.5,3.5,359,0.288,1,0,0,1,(1.5 - 8.5√5),2,20.5 + 3.5√5,-20.5 - 3.5√5,1.5 - 8.5√5
-20.5,3.5,359,2.854,1,3,0,1,(1.5 + 8.5√5),2,-20.5 + 3.5√5,20.5 - 3.5√5,1.5 + 8.5√5
19.0,12.0,-359,0.83,1,6,0,1,(1.5 - 8.5√5),2,19 + 12√5,-19 - 12√5,1.5 - 8.5√5
-19.0,12.0,-359,2.311,1,9,0,1,(1.5 + 8.5√5),2,-19 + 12√5,19 - 12√5,1.5 + 8.5√5
22.0,5.0,359,0.375,1,0,0,1,(1.5 + 8.5√5),2,22 + 5√5,-22 - 5√5,1.5 + 8.5√5
-22.0,5.0,359,2.767,1,3,0,1,(1.5 - 8.5√5),2,-22 + 5√5,22 - 5√5,1.5 - 8.5√5
23.5,13.5,-359,0.783,1,6,0,1,(1.5 + 8.5√5),2,23.5 + 13.5√5,-23.5 - 13.5√5,1.5 + 8.5√5
-23.5,13.5,-359,2.359,1,9,0,1,(1.5 - 8.5√5),2,-23.5 + 13.5√5,23.5 - 13.5√5,1.5 - 8.5√5
39.5,15.5,359,0.597,1,10,0,1,(1.5 - 8.5√5),2,39.5 + 15.5√5,-39.5 - 15.5√5,1.5 - 8.5√5
-39.5,15.5,359,2.545,1,13,0,1,(1.5 + 8.5√5),2,-39.5 + 15.5√5,39.5 - 15.5√5,1.5 + 8.5√5
0.5,8.5,-361,1.537,0,0,1,1,(1 - 2√5)²,0,0.5 + 8.5√5,-0.5 - 8.5√5
-0.5,8.5,-361,1.605,0,2,1,1,(1 + 2√5)²,1,-0.5 + 8.5√5,0.5 - 8.5√5
9.5,9.5,-361,1.047,0,0,1,2,(1 + 2√5) (1 - 2√5),0,9.5 + 9.5√5,-9.5 - 9.5√5
-9.5,9.5,-361,2.094,0,2,1,2,(1 + 2√5) (1 - 2√5),1,-9.5 + 9.5√5,9.5 - 9.5√5
19,0,361,0.0,0,4,1,2,(1 + 2√5) (1 - 2√5),0,19,-19
21.0,4.0,361,0.319,0,4,1,1,(1 + 2√5)²,0,21 + 4√5,-21 - 4√5
-21.0,4.0,361,2.823,0,5,1,1,(1 - 2√5)²,1,-21 + 4√5,21 - 4√5
21.5,4.5,361,0.348,0,6,1,1,(1 - 2√5)²,0,21.5 + 4.5√5,-21.5 - 4.5√5
-21.5,4.5,361,2.794,0,8,1,1,(1 + 2√5)²,1,-21.5 + 4.5√5,21.5 - 4.5√5
20.5,12.5,-361,0.813,0,0,1,1,(1 + 2√5)²,0,20.5 + 12.5√5,-20.5 - 12.5√5
-20.5,12.5,-361,2.329,0,2,1,1,(1 - 2√5)²,1,-20.5 + 12.5√5,20.5 - 12.5√5
22.0,13.0,-361,0.797,0,10,1,1,(1 - 2√5)²,0,22 + 13√5,-22 - 13√5
-22.0,13.0,-361,2.345,0,12,1,1,(1 + 2√5)²,1,-22 + 13√5,22 - 13√5
28.5,9.5,361,0.524,0,6,1,2,(1 + 2√5) (1 - 2√5),0,28.5 + 9.5√5,-28.5 - 9.5√5
-28.5,9.5,361,2.618,0,8,1,2,(1 + 2√5) (1 - 2√5),1,-28.5 + 9.5√5,28.5 - 9.5√5
6.0,9.0,-369,1.203,0,2,0,2,(1.5 + 1.5√5) (2 + 3√5),0,6 + 9√5,-6 - 9√5
-6.0,9.0,-369,1.938,0,2,0,2,(1.5 + 1.5√5) (2 - 3√5),1,-6 + 9√5,6 - 9√5
13.5,10.5,-369,0.932,0,0,0,2,(1.5 + 1.5√5) (2 - 3√5),0,13.5 + 10.5√5,-13.5 - 10.5√5
-13.5,10.5,-369,2.209,0,12,0,2,(1.5 + 1.5√5) (2 + 3√5),1,-13.5 + 10.5√5,13.5 - 10.5√5
19.5,1.5,369,0.132,0,4,0,2,(1.5 + 1.5√5) (2 - 3√5),0,19.5 + 1.5√5,-19.5 - 1.5√5
-19.5,1.5,369,3.009,0,8,0,2,(1.5 + 1.5√5) (2 + 3√5),1,-19.5 + 1.5√5,19.5 - 1.5√5
25.5,7.5,369,0.471,0,4,0,2,(1.5 + 1.5√5) (2 + 3√5),0,25.5 + 7.5√5,-25.5 - 7.5√5
-25.5,7.5,369,2.67,0,8,0,2,(1.5 + 1.5√5) (2 - 3√5),1,-25.5 + 7.5√5,25.5 - 7.5√5
33.0,12.0,369,0.562,0,6,0,2,(1.5 + 1.5√5) (2 - 3√5),0,33 + 12√5,-33 - 12√5
-33.0,12.0,369,2.58,0,16,0,2,(1.5 + 1.5√5) (2 + 3√5),1,-33 + 12√5,33 - 12√5
8.5,9.5,-379,1.094,1,0,0,0,'(8.5 + 9.5√5),2,8.5 + 9.5√5,-8.5 - 9.5√5,8.5 + 9.5√5
-8.5,9.5,-379,2.048,1,1,0,0,'(8.5 - 9.5√5),2,-8.5 + 9.5√5,8.5 - 9.5√5,8.5 - 9.5√5
11.0,10.0,-379,1.005,1,6,0,1,(8.5 - 9.5√5),2,11 + 10√5,-11 - 10√5,8.5 - 9.5√5
-11.0,10.0,-379,2.137,1,9,0,1,(8.5 + 9.5√5),2,-11 + 10√5,11 - 10√5,8.5 + 9.5√5
19.5,0.5,379,0.044,1,0,0,1,(8.5 - 9.5√5),2,19.5 + 0.5√5,-19.5 - 0.5√5,8.5 - 9.5√5
-19.5,0.5,379,3.097,1,3,0,1,(8.5 + 9.5√5),2,-19.5 + 0.5√5,19.5 - 0.5√5,8.5 + 9.5√5
28.0,9.0,379,0.508,1,0,0,1,(8.5 + 9.5√5),2,28 + 9√5,-28 - 9√5,8.5 + 9.5√5
-28.0,9.0,379,2.634,1,3,0,1,(8.5 - 9.5√5),2,-28 + 9√5,28 - 9√5,8.5 - 9.5√5
30.5,10.5,379,0.538,1,10,0,1,(8.5 - 9.5√5),2,30.5 + 10.5√5,-30.5 - 10.5√5,8.5 - 9.5√5
-30.5,10.5,379,2.604,1,13,0,1,(8.5 + 9.5√5),2,-30.5 + 10.5√5,30.5 - 10.5√5,8.5 + 9.5√5
5.0,9.0,-380,1.26,0,4,0,3,(1 + √5) (√5) (1 - 2√5),0,5 + 9√5,-5 - 9√5
-5.0,9.0,-380,1.881,0,9,0,3,(1 + √5) (√5) (1 + 2√5),1,-5 + 9√5,5 - 9√5
15.0,11.0,-380,0.904,0,4,0,3,(1 + √5) (√5) (1 + 2√5),0,15 + 11√5,-15 - 11√5
-15.0,11.0,-380,2.238,0,9,0,3,(1 + √5) (√5) (1 - 2√5),1,-15 + 11√5,15 - 11√5
20.0,2.0,380,0.171,0,2,0,3,(1 + √5) (√5) (1 + 2√5),0,20 + 2√5,-20 - 2√5
-20.0,2.0,380,2.97,0,3,0,3,(1 + √5) (√5) (1 - 2√5),1,-20 + 2√5,20 - 2√5
25.0,7.0,380,0.452,0,0,0,3,(1 + √5) (√5) (1 - 2√5),0,25 + 7√5,-25 - 7√5
-25.0,7.0,380,2.69,0,13,0,3,(1 + √5) (√5) (1 + 2√5),1,-25 + 7√5,25 - 7√5
30.0,16.0,-380,0.746,0,6,0,3,(1 + √5) (√5) (1 - 2√5),0,30 + 16√5,-30 - 16√5
-30.0,16.0,-380,2.396,0,17,0,3,(1 + √5) (√5) (1 + 2√5),1,-30 + 16√5,30 - 16√5
35.0,13.0,380,0.572,0,0,0,3,(1 + √5) (√5) (1 + 2√5),0,35 + 13√5,-35 - 13√5
-35.0,13.0,380,2.57,0,13,0,3,(1 + √5) (√5) (1 - 2√5),1,-35 + 13√5,35 - 13√5
4.0,9.0,-389,1.32,1,0,0,0,'(4 + 9√5),2,4 + 9√5,-4 - 9√5,4 + 9√5
-4.0,9.0,-389,1.822,1,1,0,0,'(4 - 9√5),2,-4 + 9√5,4 - 9√5,4 - 9√5
16.5,11.5,-389,0.879,1,6,0,1,(4 - 9√5),2,16.5 + 11.5√5,-16.5 - 11.5√5,4 - 9√5
-16.5,11.5,-389,2.263,1,9,0,1,(4 + 9√5),2,-16.5 + 11.5√5,16.5 - 11.5√5,4 + 9√5
20.5,2.5,389,0.208,1,0,0,1,(4 - 9√5),2,20.5 + 2.5√5,-20.5 - 2.5√5,4 - 9√5
-20.5,2.5,389,2.933,1,3,0,1,(4 + 9√5),2,-20.5 + 2.5√5,20.5 - 2.5√5,4 + 9√5
24.5,6.5,389,0.431,1,0,0,1,(4 + 9√5),2,24.5 + 6.5√5,-24.5 - 6.5√5,4 + 9√5
-24.5,6.5,389,2.711,1,3,0,1,(4 - 9√5),2,-24.5 + 6.5√5,24.5 - 6.5√5,4 - 9√5
28.5,15.5,-389,0.756,1,6,0,1,(4 + 9√5),2,28.5 + 15.5√5,-28.5 - 15.5√5,4 + 9√5
-28.5,15.5,-389,2.386,1,9,0,1,(4 - 9√5),2,-28.5 + 15.5√5,28.5 - 15.5√5,4 - 9√5
37.0,14.0,389,0.58,1,10,0,1,(4 - 9√5),2,37 + 14√5,-37 - 14√5,4 - 9√5
-37.0,14.0,389,2.561,1,13,0,1,(4 + 9√5),2,-37 + 14√5,37 - 14√5,4 + 9√5
7.5,9.5,-395,1.143,0,0,0,2,(√5) (1 - 4√5),0,7.5 + 9.5√5,-7.5 - 9.5√5
-7.5,9.5,-395,1.998,0,2,0,2,(√5) (1 + 4√5),1,-7.5 + 9.5√5,7.5 - 9.5√5
12.5,10.5,-395,0.969,0,0,0,2,(√5) (1 + 4√5),0,12.5 + 10.5√5,-12.5 - 10.5√5
