Id,Re,Im,Norm,Agr,Prime,Assoc,Primes,Distinct,Factor,TextIndex,Text
20.5,15.5,16517,0.919,0,0,0,2,(4 + √-67) (13.5 + 0.5√-67),0,20.5 + 15.5√-67,-20.5 - 15.5√-67
-19.5,15.5,16477,2.199,1,0,0,1,'(19.5 - 15.5√-67),1,-19.5 + 15.5√-67,19.5 - 15.5√-67
19.5,15.5,16477,0.943,1,0,0,1,'(19.5 + 15.5√-67),0,19.5 + 15.5√-67,-19.5 - 15.5√-67
-18.5,15.5,16439,2.175,0,0,0,2,(0.5 + 0.5√-67) (30 + √-67),1,-18.5 + 15.5√-67,18.5 - 15.5√-67
18.5,15.5,16439,0.967,0,1,0,2,(0.5 - 0.5√-67) (30 - √-67),0,18.5 + 15.5√-67,-18.5 - 15.5√-67
-17.5,15.5,16403,2.149,0,0,0,2,(5.5 + 0.5√-67) (9 + 2√-67),1,-17.5 + 15.5√-67,17.5 - 15.5√-67
17.5,15.5,16403,0.993,0,1,0,2,(5.5 - 0.5√-67) (9 - 2√-67),0,17.5 + 15.5√-67,-17.5 - 15.5√-67
-39.0,15.0,16596,2.554,0,1,0,3,(2) (3) (6.5 - 2.5√-67),1,-39 + 15√-67,39 - 15√-67
39.0,15.0,16596,0.588,0,0,0,3,(2) (3) (6.5 + 2.5√-67),0,39 + 15√-67,-39 - 15√-67
-38.0,15.0,16519,2.542,1,0,0,1,'(38 - 15√-67),1,-38 + 15√-67,38 - 15√-67
38.0,15.0,16519,0.6,1,0,0,1,'(38 + 15√-67),0,38 + 15√-67,-38 - 15√-67
-37.0,15.0,16444,2.53,0,1,0,2,(2) (18.5 - 7.5√-67),1,-37 + 15√-67,37 - 15√-67
37.0,15.0,16444,0.612,0,0,0,2,(2) (18.5 + 7.5√-67),0,37 + 15√-67,-37 - 15√-67
-49.5,14.5,16537,2.672,0,1,0,2,(2.5 - 0.5√-67) (26.5 - 0.5√-67),1,-49.5 + 14.5√-67,49.5 - 14.5√-67
49.5,14.5,16537,0.47,0,0,0,2,(2.5 + 0.5√-67) (26.5 + 0.5√-67),0,49.5 + 14.5√-67,-49.5 - 14.5√-67
-48.5,14.5,16439,2.664,0,1,0,2,(0.5 - 0.5√-67) (30 + √-67),1,-48.5 + 14.5√-67,48.5 - 14.5√-67
48.5,14.5,16439,0.478,0,0,0,2,(0.5 + 0.5√-67) (30 - √-67),0,48.5 + 14.5√-67,-48.5 - 14.5√-67
-16.5,15.5,16369,2.122,1,0,0,1,'(16.5 - 15.5√-67),1,-16.5 + 15.5√-67,16.5 - 15.5√-67
16.5,15.5,16369,1.02,1,0,0,1,'(16.5 + 15.5√-67),0,16.5 + 15.5√-67,-16.5 - 15.5√-67
